mol_id,status,HOMO_eV,LUMO_eV,HOMO_LUMO_gap_eV,error,split
MOL_01409,success,-9.49138027,-7.928678,1.56270227,,train
MOL_27594,success,-9.08367686,-8.41744974,0.66622712,,train
MOL_94917,success,-9.12687309,-8.38768151,0.73919158,,train
MOL_05207,success,-9.2294036,-8.2374312,0.9919724,,train
MOL_05271,success,-8.88992513,-8.61552249,0.27440264,,train
MOL_79855,success,-9.34121902,-8.13844389,1.20277513,,train
MOL_16531,success,-9.04458012,-8.45546341,0.58911671,,train
MOL_27200,success,-9.07710857,-8.44473955,0.63236902,,train
MOL_56721,success,-9.13754516,-8.27401891,0.86352625,,train
MOL_50350,success,-8.99697666,-8.50552375,0.49145291,,train
MOL_33255,success,-9.35708492,-8.05157363,1.30551129,,train
MOL_24504,success,-9.50914158,-7.92957508,1.5795665,,train
MOL_61650,success,-9.25453957,-8.23551819,1.01902138,,train
MOL_71221,success,-9.05888302,-8.43945928,0.61942374,,train
MOL_07173,success,-9.18650419,-8.32372122,0.86278296,,train
MOL_84093,success,-9.09643607,-8.4372747,0.65916137,,train
MOL_56917,success,-9.25736482,-8.16328623,1.0940786,,train
MOL_97080,success,-9.17427183,-8.35340108,0.82087075,,train
MOL_69513,success,-9.44072507,-8.01461529,1.42610979,,train
MOL_97311,success,-9.22647459,-8.29143149,0.9350431,,train
MOL_99599,success,-8.96225526,-8.57850295,0.38375232,,train
MOL_32755,success,-9.05730988,-8.40836865,0.64894122,,train
MOL_22355,success,-9.03223,-8.38083771,0.65139229,,train
MOL_48233,success,-9.18598509,-8.28992968,0.89605541,,train
MOL_60781,success,-9.00624748,-8.56448135,0.44176613,,train
MOL_63320,success,-9.21132547,-8.33773457,0.8735909,,train
MOL_06510,success,-9.01790379,-8.47285495,0.54504885,,train
MOL_45100,success,-9.10058877,-8.33512441,0.76546436,,train
MOL_75940,success,-8.92178276,-8.63157028,0.29021248,,train
MOL_02883,success,-9.12445602,-8.36681324,0.75764278,,train
MOL_92041,success,-9.11407507,-8.43243483,0.68164024,,train
MOL_54230,success,-8.73610595,-8.67972071,0.05638523,,train
MOL_42189,success,-9.20666717,-8.31133605,0.89533111,,train
MOL_62784,success,-8.8908867,-8.65244482,0.23844189,,train
MOL_29834,success,-9.16536421,-8.29006481,0.8752994,,train
MOL_50951,success,-9.09919561,-8.42133729,0.67785832,,train
MOL_02638,success,-9.18614245,-8.31780169,0.86834075,,train
MOL_40893,success,-9.25539543,-8.18466039,1.07073504,,train
MOL_09739,success,-9.30824751,-8.14228153,1.16596598,,train
MOL_73803,success,-8.86918869,-8.61612834,0.25306036,,train
MOL_74352,success,-9.39707127,-8.07182245,1.32524882,,train
MOL_77669,success,-8.83341549,-8.65405399,0.1793615,,train
MOL_24344,success,-9.28214009,-8.18684368,1.09529641,,train
MOL_04334,success,-9.28395046,-8.27529748,1.00865298,,train
MOL_06757,success,-9.08626353,-8.44666245,0.63960108,,train
MOL_28811,success,-9.2597461,-8.24051615,1.01922995,,train
MOL_24146,success,-9.16915717,-8.34170714,0.82745003,,train
MOL_84905,success,-9.38325975,-8.07457428,1.30868547,,train
MOL_79991,success,-8.93518002,-8.59588864,0.33929139,,train
MOL_81511,success,-9.11576983,-8.42312154,0.69264828,,train
MOL_06680,success,-9.0763591,-8.48521216,0.59114694,,train
MOL_60791,success,-9.38573274,-8.02527735,1.36045538,,train
MOL_64481,success,-9.41618497,-8.0836689,1.33251607,,train
MOL_23729,success,-9.45959743,-8.00580401,1.45379343,,train
MOL_66496,success,-9.11938596,-8.3460376,0.77334836,,train
MOL_76326,success,-9.15276398,-8.34749886,0.80526512,,train
MOL_69786,success,-9.27640733,-8.20273005,1.07367728,,train
MOL_35628,success,-9.15201035,-8.3731556,0.77885475,,train
MOL_62876,success,-9.07305834,-8.42528028,0.64777806,,train
MOL_29070,success,-8.91163292,-8.5747771,0.33685581,,train
MOL_88381,success,-9.32792927,-8.16159788,1.16633139,,train
MOL_92453,success,-9.0846472,-8.38749911,0.69714809,,train
MOL_40487,success,-9.12092153,-8.34190722,0.77901431,,train
MOL_64449,success,-9.22447752,-8.3161652,0.90831232,,train
MOL_60142,success,-8.97694137,-8.51687699,0.46006438,,train
MOL_34401,success,-9.05296954,-8.41410217,0.63886738,,train
MOL_68601,success,-9.07921064,-8.42966483,0.64954582,,train
MOL_33334,success,-9.07549422,-8.48132662,0.5941676,,train
MOL_04300,success,-9.11429141,-8.41608948,0.69820193,,train
MOL_18399,success,-8.82544587,-8.71377648,0.11166939,,train
MOL_24161,success,-9.1569747,-8.29258558,0.86438912,,train
MOL_67417,success,-8.89501425,-8.63904312,0.25597113,,train
MOL_88910,success,-9.16007474,-8.30767646,0.85239828,,train
MOL_39885,success,-9.43231555,-8.04444025,1.3878753,,train
MOL_46184,success,-8.92054436,-8.59052535,0.33001901,,train
MOL_05029,success,-9.46856488,-7.97005892,1.49850597,,train
MOL_80928,success,-9.39998392,-8.13731854,1.26266538,,train
MOL_54720,success,-8.81699238,-8.74931182,0.06768056,,train
MOL_75795,success,-9.35921055,-8.08466516,1.27454539,,train
MOL_50297,success,-8.88269099,-8.63640585,0.24628514,,train
MOL_06873,success,-9.04185025,-8.49342313,0.54842712,,train
MOL_90097,success,-8.92835955,-8.63025548,0.29810408,,train
MOL_24845,success,-9.29254487,-8.15546867,1.1370762,,train
MOL_45345,success,-9.2003013,-8.34554947,0.85475183,,train
MOL_30466,success,-9.17621138,-8.31348952,0.86272185,,train
MOL_71568,success,-9.21931834,-8.31853156,0.90078678,,train
MOL_08843,success,-8.89024899,-8.67023909,0.2200099,,train
MOL_35407,success,-9.02208638,-8.53709585,0.48499054,,train
MOL_65974,success,-9.35777866,-8.14576096,1.2120177,,train
MOL_28503,success,-9.48253616,-7.97097907,1.51155709,,train
MOL_30376,success,-8.85458051,-8.58421176,0.27036875,,train
MOL_21147,success,-9.2481608,-8.19664712,1.05151368,,train
MOL_78543,success,-9.21209503,-8.32099744,0.89109759,,train
MOL_86804,success,-9.10865353,-8.48421577,0.62443776,,train
MOL_41278,success,-9.24825309,-8.24759272,1.00066037,,train
MOL_03023,success,-8.88292027,-8.64663146,0.23628881,,train
MOL_57782,success,-9.07510439,-8.45128899,0.62381541,,train
MOL_05435,success,-9.2427162,-8.21056024,1.03215597,,train
MOL_74026,success,-9.00365103,-8.47722843,0.5264226,,train
MOL_78680,success,-9.21126332,-8.29354253,0.91772079,,train
MOL_46321,success,-9.23314499,-8.19730732,1.03583767,,train
MOL_14950,success,-9.43449707,-8.04437272,1.39012435,,train
MOL_68388,success,-9.182357,-8.28009553,0.90226147,,train
MOL_72567,success,-9.46532816,-7.98640489,1.47892327,,train
MOL_42225,success,-9.48093099,-7.92810299,1.552828,,train
MOL_72667,success,-9.19046221,-8.27968345,0.91077876,,train
MOL_00562,success,-9.56589837,-7.87610973,1.68978864,,train
MOL_43256,success,-8.8406402,-8.71902232,0.12161789,,train
MOL_04103,success,-9.37042605,-8.0972116,1.27321444,,train
MOL_93241,success,-8.85530456,-8.57968085,0.2756237,,train
MOL_70345,success,-9.33564518,-8.15860601,1.17703918,,train
MOL_44073,success,-8.95634573,-8.56166053,0.3946852,,train
MOL_01856,success,-8.85612515,-8.68214562,0.17397953,,train
MOL_89637,success,-8.98458228,-8.57674304,0.40783923,,train
MOL_95915,success,-9.26042014,-8.17298574,1.0874344,,train
MOL_75240,success,-9.23001935,-8.25424656,0.97577279,,train
MOL_48715,success,-8.88521844,-8.58111725,0.30410119,,train
MOL_02130,success,-8.93571544,-8.56786779,0.36784765,,train
MOL_97044,success,-9.37693062,-8.03324381,1.34368682,,train
MOL_35563,success,-9.22828462,-8.20846365,1.01982097,,train
MOL_21674,success,-8.968737,-8.53172003,0.43701697,,train
MOL_97353,success,-8.98601029,-8.58691422,0.39909607,,train
MOL_62938,success,-9.24331806,-8.20702337,1.03629469,,train
MOL_66115,success,-8.93786863,-8.53283206,0.40503658,,train
MOL_77563,success,-9.35744797,-8.05758345,1.29986453,,train
MOL_20735,success,-9.08342512,-8.42570753,0.65771759,,train
MOL_93376,success,-8.88499946,-8.64929259,0.23570687,,train
MOL_85031,success,-9.16320519,-8.35057104,0.81263415,,train
MOL_34475,success,-9.36895191,-8.03837109,1.33058082,,train
MOL_60731,success,-9.32701285,-8.11953381,1.20747904,,train
MOL_34741,success,-8.90366131,-8.55312465,0.35053666,,train
MOL_52353,success,-9.19862555,-8.32395956,0.87466599,,train
MOL_95865,success,-9.243946,-8.12831348,1.11563252,,train
MOL_82619,success,-9.2928918,-8.17374876,1.11914304,,train
MOL_62850,success,-9.27317217,-8.24348861,1.02968357,,train
MOL_11629,success,-9.24709902,-8.29427374,0.95282528,,train
MOL_50824,success,-8.97248719,-8.51764967,0.45483753,,train
MOL_38743,success,-8.84840946,-8.60853002,0.23987944,,train
MOL_33649,success,-8.7962757,-8.70889351,0.08738219,,train
MOL_85635,success,-9.50886544,-7.8946137,1.61425174,,train
MOL_89388,success,-8.87838773,-8.68287633,0.19551141,,train
MOL_59195,success,-9.28892447,-8.01865191,1.27027257,,train
MOL_70547,success,-8.92601063,-8.59610177,0.32990886,,train
MOL_58231,success,-9.03470996,-8.5300856,0.50462436,,train
MOL_93673,success,-8.79585674,-8.71780172,0.07805502,,train
MOL_35609,success,-9.57852504,-7.76208649,1.81643854,,train
MOL_24446,success,-9.28797945,-8.18745088,1.10052857,,train
MOL_18106,success,-9.20003857,-8.27306167,0.9269769,,train
MOL_33732,success,-9.11755893,-8.42142411,0.69613482,,train
MOL_14702,success,-9.16994746,-8.32137387,0.84857359,,train
MOL_29686,success,-9.26559216,-8.2413303,1.02426186,,train
MOL_25686,success,-9.03049342,-8.48939425,0.54109917,,train
MOL_59239,success,-8.92213183,-8.58708931,0.33504251,,train
MOL_50093,success,-9.36731888,-8.12886453,1.23845435,,train
MOL_62964,success,-9.28987592,-8.11544512,1.1744308,,train
MOL_48273,success,-9.04325891,-8.43107304,0.61218587,,train
MOL_67706,success,-9.19393294,-8.29514908,0.89878386,,train
MOL_37506,success,-9.07024218,-8.43875319,0.63148899,,train
MOL_79204,success,-9.33278455,-8.17106413,1.16172042,,train
MOL_94881,success,-9.34324608,-8.149704,1.19354208,,train
MOL_31242,success,-9.22191442,-8.32448577,0.89742865,,train
MOL_11011,success,-9.07321168,-8.37500357,0.6982081,,train
MOL_61207,success,-9.23262295,-8.25285492,0.97976802,,train
MOL_65703,success,-8.95675384,-8.55120339,0.40555045,,train
MOL_01660,success,-9.37246302,-8.14261626,1.22984676,,train
MOL_19885,success,-9.0734443,-8.49911948,0.57432482,,train
MOL_25946,success,-9.07750293,-8.43541075,0.64209218,,train
MOL_65793,success,-9.38205832,-8.02732657,1.35473175,,train
MOL_51880,success,-8.93548116,-8.61467067,0.32081049,,train
MOL_74874,success,-9.36893724,-8.06743095,1.30150629,,train
MOL_62872,success,-9.38937511,-8.06421072,1.32516438,,train
MOL_71533,success,-8.97837389,-8.49735753,0.48101635,,train
MOL_48745,success,-9.6030101,-7.75550358,1.84750652,,train
MOL_65860,success,-9.32692214,-8.11264004,1.2142821,,train
MOL_98750,success,-9.4778906,-7.97839784,1.49949276,,train
MOL_60442,success,-9.20076941,-8.2711232,0.92964621,,train
MOL_70202,success,-9.29142957,-8.21211542,1.07931414,,train
MOL_77683,success,-9.06706263,-8.40274027,0.66432236,,train
MOL_43542,success,-9.12912317,-8.35024018,0.77888298,,train
MOL_59630,success,-9.03061648,-8.50631598,0.5243005,,train
MOL_92898,success,-8.88804513,-8.63108339,0.25696174,,train
MOL_40986,success,-9.18689949,-8.2315195,0.95537999,,train
MOL_30243,success,-8.89514764,-8.59512159,0.30002605,,train
MOL_04388,success,-9.24987001,-8.25198998,0.99788003,,train
MOL_40372,success,-8.93330701,-8.57974589,0.35356113,,train
MOL_81990,success,-9.16987038,-8.31446754,0.85540284,,train
MOL_33813,success,-8.77308356,-8.76406134,0.00902222,,train
MOL_90265,success,-9.21504881,-8.27774912,0.93729969,,train
MOL_75072,success,-9.21186312,-8.26852305,0.94334007,,train
MOL_58202,success,-9.04007158,-8.48945084,0.55062074,,train
MOL_54116,success,-9.48902828,-7.98588799,1.50314029,,train
MOL_66375,success,-9.20516067,-8.32061003,0.88455063,,train
MOL_08943,success,-9.2707121,-8.22951024,1.04120187,,train
MOL_22766,success,-8.89668383,-8.60870999,0.28797384,,train
MOL_34484,success,-9.08938597,-8.43568323,0.65370274,,train
MOL_78156,success,-9.115235,-8.37237973,0.74285527,,train
MOL_14051,success,-8.92829645,-8.5962181,0.33207835,,train
MOL_49716,success,-9.26403121,-8.23883468,1.02519653,,train
MOL_60344,success,-8.84855065,-8.65862629,0.18992435,,train
MOL_38910,success,-8.8420521,-8.66096885,0.18108325,,train
MOL_23810,success,-8.88041869,-8.70752173,0.17289697,,train
MOL_00142,success,-9.15291032,-8.33060061,0.82230972,,train
MOL_05238,success,-8.79972339,-8.74275638,0.05696702,,train
MOL_25645,success,-9.46201683,-7.97705279,1.48496404,,train
MOL_29469,success,-9.34898923,-8.13657664,1.21241259,,train
MOL_26239,success,-8.89834584,-8.6494761,0.24886974,,train
MOL_64470,success,-9.29630037,-8.19238461,1.10391576,,train
MOL_20563,success,-9.14637937,-8.33147735,0.81490202,,train
MOL_00619,success,-9.37699887,-8.07264175,1.30435712,,train
MOL_96222,success,-9.49387818,-7.96417991,1.52969828,,train
MOL_25918,success,-9.13369279,-8.36772788,0.76596491,,train
MOL_89437,success,-8.94586036,-8.51234141,0.43351895,,train
MOL_96333,success,-9.36982807,-8.10098969,1.26883838,,train
MOL_05975,success,-9.16826457,-8.33732972,0.83093485,,train
MOL_93035,success,-9.16890654,-8.3071842,0.86172234,,train
MOL_78890,success,-8.97041726,-8.5329701,0.43744716,,train
MOL_81898,success,-9.14181,-8.32126669,0.82054331,,train
MOL_54757,success,-9.43422389,-8.08617729,1.3480466,,train
MOL_70770,success,-9.39752559,-8.10898319,1.2885424,,train
MOL_72269,success,-9.33750201,-8.15112048,1.18638152,,train
MOL_42487,success,-8.83776903,-8.64504225,0.19272678,,train
MOL_98794,success,-8.82935797,-8.65425253,0.17510543,,train
MOL_01271,success,-9.09216931,-8.49707,0.59509931,,train
MOL_26601,success,-9.24058281,-8.25847753,0.98210527,,train
MOL_77942,success,-9.20195546,-8.28147551,0.92047995,,train
MOL_04963,success,-9.05220407,-8.48434633,0.56785774,,train
MOL_88250,success,-9.08605333,-8.43749432,0.64855901,,train
MOL_89805,success,-8.90733409,-8.63153531,0.27579878,,train
MOL_19389,success,-9.3848465,-8.0918012,1.2930453,,train
MOL_41201,success,-9.18170165,-8.29501676,0.88668489,,train
MOL_14763,success,-8.78478482,-8.70719515,0.07758968,,train
MOL_72226,success,-8.92197012,-8.5840893,0.33788082,,train
MOL_27329,success,-9.60445716,-7.85348584,1.75097132,,train
MOL_01667,success,-9.11357259,-8.43885184,0.67472075,,train
MOL_06537,success,-9.07908937,-8.49768954,0.58139983,,train
MOL_81126,success,-9.21332629,-8.21585399,0.9974723,,train
MOL_55409,success,-9.09055159,-8.38979418,0.70075741,,train
MOL_04249,success,-9.42027312,-8.00917159,1.41110153,,train
MOL_84017,success,-8.72887884,-8.70898625,0.01989259,,train
MOL_51801,success,-9.07345799,-8.41052793,0.66293005,,train
MOL_96009,success,-9.29738371,-8.15513075,1.14225296,,train
MOL_12080,success,-9.0260937,-8.49513734,0.53095636,,train
MOL_54667,success,-9.42592836,-8.01897378,1.40695458,,train
MOL_00787,success,-9.36992445,-8.07111186,1.29881258,,train
MOL_31488,success,-8.85399628,-8.69982724,0.15416904,,train
MOL_20481,success,-9.20817004,-8.25401741,0.95415264,,train
MOL_22726,success,-9.20071572,-8.31126636,0.88944935,,train
MOL_52841,success,-8.96443734,-8.53706184,0.4273755,,train
MOL_75976,success,-9.07990641,-8.39508913,0.68481728,,train
MOL_11572,success,-9.37251393,-8.09452865,1.27798528,,train
MOL_92443,success,-9.07522499,-8.48743517,0.58778982,,train
MOL_30114,success,-9.38894724,-8.13683645,1.25211079,,train
MOL_80348,success,-8.95793626,-8.5223569,0.43557936,,train
MOL_70919,success,-9.0400777,-8.41356734,0.62651036,,train
MOL_07562,success,-9.04234386,-8.49674483,0.54559903,,train
MOL_33909,success,-8.87479762,-8.63265672,0.2421409,,train
MOL_86243,success,-9.02582633,-8.47299416,0.55283217,,train
MOL_24320,success,-9.03507566,-8.47509375,0.55998191,,train
MOL_99395,success,-9.35315258,-8.11715368,1.23599891,,train
MOL_88752,success,-8.90802035,-8.5568743,0.35114606,,train
MOL_04528,success,-8.90076673,-8.63721723,0.26354949,,train
MOL_55344,success,-8.98564703,-8.52785111,0.45779592,,train
MOL_84247,success,-9.35541686,-8.14662058,1.20879628,,train
MOL_51350,success,-9.4919304,-7.9751949,1.5167355,,train
MOL_06190,success,-9.05523134,-8.28593875,0.76929259,,train
MOL_62325,success,-9.14199876,-8.29871065,0.84328811,,train
MOL_77890,success,-9.31966704,-8.12644376,1.19322328,,train
MOL_82179,success,-9.03533341,-8.47049511,0.5648383,,train
MOL_74328,success,-9.12260162,-8.37527429,0.74732732,,train
MOL_79662,success,-9.26006307,-8.23929116,1.02077191,,train
MOL_40129,success,-9.07122871,-8.43696635,0.63426236,,train
MOL_23433,success,-9.40695104,-8.03647312,1.37047793,,train
MOL_43204,success,-9.4466021,-7.96944093,1.47716118,,train
MOL_43181,success,-9.48343471,-7.89569764,1.58773707,,train
MOL_09597,success,-9.16933019,-8.27119378,0.89813641,,train
MOL_32846,success,-9.36072679,-8.14728736,1.21343943,,train
MOL_86620,success,-9.18219051,-8.33324289,0.84894762,,train
MOL_84623,success,-9.17506952,-8.27580257,0.89926694,,train
MOL_70101,success,-9.25662522,-8.18208836,1.07453686,,train
MOL_68018,success,-9.27078989,-8.23972408,1.03106581,,train
MOL_28633,success,-9.07901131,-8.47008965,0.60892166,,train
MOL_94626,success,-8.83705006,-8.68812629,0.14892377,,train
MOL_76620,success,-9.1780883,-8.29880116,0.87928714,,train
MOL_79588,success,-9.46227156,-7.96576017,1.49651139,,train
MOL_52216,success,-9.25728833,-8.22312148,1.03416685,,train
MOL_71904,success,-9.24177343,-8.31406066,0.92771277,,train
MOL_39838,success,-9.02920488,-8.44118511,0.58801977,,train
MOL_74979,success,-9.17174178,-8.36164736,0.81009441,,train
MOL_18295,success,-9.38953888,-8.13414737,1.25539151,,train
MOL_22944,success,-9.16255048,-8.2932164,0.86933409,,train
MOL_86621,success,-9.17892522,-8.34206767,0.83685755,,train
MOL_85406,success,-9.06821508,-8.35774536,0.71046972,,train
MOL_73032,success,-9.45076918,-8.04655829,1.40421088,,train
MOL_99877,success,-9.30472352,-8.15148856,1.15323496,,train
MOL_46839,success,-9.38355827,-8.07611013,1.30744815,,train
MOL_79733,success,-9.29199213,-8.17442484,1.11756728,,train
MOL_27093,success,-9.01885618,-8.4959378,0.52291838,,train
MOL_39367,success,-8.96974894,-8.57417352,0.39557542,,train
MOL_56994,success,-9.443265,-8.00137451,1.44189049,,train
MOL_08047,success,-8.88526841,-8.62019299,0.26507542,,train
MOL_09931,success,-8.99204759,-8.50184433,0.49020326,,train
MOL_95161,success,-9.33028539,-8.13287365,1.19741174,,train
MOL_20363,success,-9.14027816,-8.35383913,0.78643903,,train
MOL_61502,success,-9.20841493,-8.23337397,0.97504096,,train
MOL_29142,success,-8.80896276,-8.769624,0.03933876,,train
MOL_62067,success,-9.50182252,-7.90602791,1.59579461,,train
MOL_57016,success,-9.1959959,-8.31064749,0.88534841,,train
MOL_41503,success,-8.92240381,-8.54921548,0.37318832,,train
MOL_75094,success,-8.78023547,-8.76955072,0.01068476,,train
MOL_22115,success,-9.23048877,-8.26286082,0.96762795,,train
MOL_29708,success,-9.34498294,-8.1346086,1.21037433,,train
MOL_25203,success,-9.19192067,-8.31173817,0.8801825,,train
MOL_49260,success,-9.42454062,-8.03775608,1.38678455,,train
MOL_28357,success,-9.03140969,-8.45058745,0.58082224,,train
MOL_58132,success,-8.92881571,-8.6054039,0.32341181,,train
MOL_62719,success,-9.35226242,-8.06019266,1.29206976,,train
MOL_84202,success,-9.17316676,-8.19051854,0.98264822,,train
MOL_29092,success,-9.132307,-8.30198386,0.83032313,,train
MOL_68709,success,-9.35465268,-8.12414845,1.23050423,,train
MOL_23263,success,-9.16075598,-8.31064911,0.85010688,,train
MOL_39499,success,-8.99304767,-8.51689073,0.47615694,,train
MOL_60350,success,-9.37947312,-8.1452169,1.23425622,,train
MOL_33562,success,-9.17347151,-8.28142452,0.89204699,,train
MOL_59214,success,-8.91190996,-8.59134508,0.32056488,,train
MOL_94883,success,-9.39370315,-7.98965958,1.40404357,,train
MOL_49469,success,-9.36614665,-8.04456773,1.32157893,,train
MOL_76358,success,-9.34788907,-8.14863875,1.19925033,,train
MOL_38318,success,-9.27076962,-8.21777712,1.0529925,,train
MOL_17576,success,-9.10281588,-8.41834913,0.68446674,,train
MOL_59295,success,-9.02726088,-8.47578482,0.55147607,,train
MOL_44394,success,-9.01666395,-8.47838492,0.53827903,,train
MOL_84097,success,-8.81260467,-8.72525075,0.08735392,,train
MOL_31874,success,-9.12621269,-8.43395251,0.69226018,,train
MOL_14557,success,-8.7907431,-8.76795658,0.02278652,,train
MOL_63795,success,-9.16309086,-8.35130819,0.81178267,,train
MOL_98551,success,-9.20404151,-8.29871533,0.90532618,,train
MOL_04288,success,-9.06871122,-8.39408581,0.67462541,,train
MOL_94550,success,-9.22345064,-8.2822473,0.94120334,,train
MOL_05014,success,-9.2554258,-8.28908199,0.9663438,,train
MOL_32398,success,-9.39461733,-8.06847477,1.32614256,,train
MOL_48730,success,-8.87779407,-8.57114472,0.30664935,,train
MOL_77853,success,-8.77921263,-8.72209988,0.05711275,,train
MOL_87740,success,-9.06656331,-8.4002214,0.66634191,,train
MOL_04800,success,-8.83483406,-8.71705704,0.11777701,,train
MOL_73466,success,-8.795215,-8.71027506,0.08493995,,train
MOL_66123,success,-9.07899984,-8.41315042,0.66584943,,train
MOL_18690,success,-9.18931994,-8.32000112,0.86931882,,train
MOL_36285,success,-8.99709309,-8.56978974,0.42730335,,train
MOL_43292,success,-8.91997783,-8.5610676,0.35891023,,train
MOL_31509,success,-9.25592313,-8.14334082,1.11258231,,train
MOL_72835,success,-9.26128644,-8.2646832,0.99660324,,train
MOL_01879,success,-9.23500814,-8.28696752,0.94804061,,train
MOL_09192,success,-8.95391739,-8.51347618,0.44044121,,train
MOL_72918,success,-9.04715513,-8.4738747,0.57328043,,train
MOL_50663,success,-9.11756057,-8.3267394,0.79082117,,train
MOL_98056,success,-9.40859355,-7.8550349,1.55355865,,train
MOL_85701,success,-9.05484055,-8.46220839,0.59263216,,train
MOL_03677,success,-9.29156198,-8.14670893,1.14485304,,train
MOL_55658,success,-8.8225099,-8.67718238,0.14532752,,train
MOL_20416,success,-9.07789207,-8.39889821,0.67899386,,train
MOL_56916,success,-9.41996048,-8.01169052,1.40826996,,train
MOL_87280,success,-9.17639576,-8.36292157,0.81347419,,train
MOL_73125,success,-8.90717381,-8.49283092,0.41434289,,train
MOL_79334,success,-9.24423181,-8.24026453,1.00396728,,train
MOL_48581,success,-9.1060587,-8.35995577,0.74610293,,train
MOL_64527,success,-9.33754852,-8.17158634,1.16596218,,train
MOL_99071,success,-9.12003606,-8.38243886,0.7375972,,train
MOL_65126,success,-8.93884956,-8.57964218,0.35920738,,train
MOL_62308,success,-9.40476886,-7.98958508,1.41518378,,train
MOL_19048,success,-9.0615083,-8.45256683,0.60894147,,train
MOL_07670,success,-9.26618488,-8.16216705,1.10401783,,train
MOL_73935,success,-9.50843775,-7.99455649,1.51388126,,train
MOL_00910,success,-9.18493897,-8.3622134,0.82272557,,train
MOL_34278,success,-9.15231335,-8.35677862,0.79553473,,train
MOL_36111,success,-9.16409361,-8.35587861,0.808215,,train
MOL_78938,success,-9.42614524,-8.04427283,1.38187241,,train
MOL_93252,success,-9.34897513,-8.11314009,1.23583504,,train
MOL_82505,success,-9.16250819,-8.29904903,0.86345917,,train
MOL_11659,success,-9.02089268,-8.49011206,0.53078062,,train
MOL_18438,success,-8.98814234,-8.51652618,0.47161616,,train
MOL_93456,success,-9.20228398,-8.26443053,0.93785345,,train
MOL_08851,success,-9.35629635,-8.11174859,1.24454776,,train
MOL_92413,success,-9.28617939,-8.17423067,1.11194871,,train
MOL_24296,success,-8.95175729,-8.53995108,0.41180621,,train
MOL_68210,success,-9.1821075,-8.27319698,0.90891052,,train
MOL_60672,success,-9.16912382,-8.31817413,0.85094969,,train
MOL_48485,success,-9.20122674,-8.31479146,0.88643528,,train
MOL_31359,success,-9.34510609,-8.12493819,1.2201679,,train
MOL_51823,success,-9.22354464,-8.34390949,0.87963515,,train
MOL_76741,success,-9.39889788,-8.03660943,1.36228844,,train
MOL_44014,success,-9.02762732,-8.50090391,0.52672341,,train
MOL_50713,success,-9.1481805,-8.32762791,0.82055258,,train
MOL_45381,success,-8.8921329,-8.56532836,0.32680454,,train
MOL_04353,success,-9.02477495,-8.48466902,0.54010594,,train
MOL_60239,success,-9.32786619,-8.21604201,1.11182417,,train
MOL_52109,success,-9.20354803,-8.32980334,0.8737447,,train
MOL_72978,success,-8.91294364,-8.59896851,0.31397513,,train
MOL_49370,success,-8.89797645,-8.58116686,0.31680959,,train
MOL_90955,success,-9.05219204,-8.47096347,0.58122856,,train
MOL_38236,success,-9.32343049,-8.16769622,1.15573427,,train
MOL_31768,success,-9.08438509,-8.43323822,0.65114687,,train
MOL_64751,success,-9.34887256,-8.16619196,1.18268061,,train
MOL_95968,success,-9.39057155,-8.08301141,1.30756014,,train
MOL_11439,success,-9.36251176,-8.16021304,1.20229872,,train
MOL_38586,success,-9.15233239,-8.37615143,0.77618096,,train
MOL_86955,success,-8.94169927,-8.60404772,0.33765155,,train
MOL_07151,success,-9.06475598,-8.45972741,0.60502857,,train
MOL_61779,success,-9.12508243,-8.40890798,0.71617445,,train
MOL_91805,success,-9.30707664,-8.18811322,1.11896342,,train
MOL_84831,success,-8.85236514,-8.69992872,0.15243642,,train
MOL_79710,success,-9.08682046,-8.41201305,0.67480741,,train
MOL_95403,success,-9.23577413,-8.24341186,0.99236227,,train
MOL_68901,success,-9.12800623,-8.35708864,0.77091759,,train
MOL_91062,success,-9.27925912,-8.23420556,1.04505356,,train
MOL_70038,success,-8.85030856,-8.73619655,0.11411202,,train
MOL_54462,success,-8.81359573,-8.71177081,0.10182491,,train
MOL_12340,success,-9.30866517,-8.14995354,1.15871163,,train
MOL_41464,success,-9.33192864,-8.12513551,1.20679313,,train
MOL_80398,success,-9.29214668,-8.21125958,1.0808871,,train
MOL_79768,success,-8.87478734,-8.63124054,0.2435468,,train
MOL_28599,success,-9.11012491,-8.40569345,0.70443147,,train
MOL_16960,success,-9.19858973,-8.29210669,0.90648304,,train
MOL_99550,success,-8.81542307,-8.72838488,0.08703819,,train
MOL_96252,success,-9.22693929,-8.2128967,1.01404259,,train
MOL_89259,success,-9.00783529,-8.5099556,0.49787969,,train
MOL_80303,success,-9.01959963,-8.53585166,0.48374797,,train
MOL_86053,success,-8.81308043,-8.72010055,0.09297987,,train
MOL_61131,success,-9.29612422,-8.12784376,1.16828046,,train
MOL_70846,success,-9.06766905,-8.46025072,0.60741833,,train
MOL_15867,success,-9.13259981,-8.4127516,0.71984822,,train
MOL_75491,success,-9.50173172,-7.94273562,1.55899611,,train
MOL_82137,success,-9.02985759,-8.44014317,0.58971442,,train
MOL_24021,success,-8.86008932,-8.63030795,0.22978136,,train
MOL_76190,success,-9.36125844,-8.03928247,1.32197597,,train
MOL_48438,success,-8.91947213,-8.63349537,0.28597676,,train
MOL_05663,success,-9.10820746,-8.37136907,0.73683839,,train
