mol_id,status,HOMO_eV,LUMO_eV,HOMO_LUMO_gap_eV,error,split
MOL_50588,success,-9.23359542,-8.184108,1.04948742,,train
MOL_46692,success,-9.26849978,-8.28469694,0.98380285,,train
MOL_39086,success,-9.1678482,-8.32114121,0.84670699,,train
MOL_44353,success,-9.10906077,-8.3935764,0.71548437,,train
MOL_97344,success,-8.92195954,-8.55990059,0.36205895,,train
MOL_97988,success,-9.04683205,-8.47466505,0.57216701,,train
MOL_06770,success,-9.23474637,-8.26925087,0.9654955,,train
MOL_04629,success,-9.27052298,-8.21367429,1.05684868,,train
MOL_42853,success,-9.20310007,-8.30735496,0.8957451,,train
MOL_91960,success,-9.31769169,-8.25483632,1.06285537,,train
MOL_11798,success,-8.91730537,-8.57162932,0.34567605,,train
MOL_44815,success,-9.20380152,-8.28075475,0.92304677,,train
MOL_12439,success,-9.12053987,-8.40721994,0.71331993,,train
MOL_72062,success,-9.18578131,-8.32462626,0.86115505,,train
MOL_48757,success,-9.14168582,-8.35803306,0.78365277,,train
MOL_78566,success,-9.32231478,-8.15969145,1.16262334,,train
MOL_59832,success,-9.23315539,-8.21497286,1.01818253,,train
MOL_24493,success,-9.14663397,-8.34000203,0.80663195,,train
MOL_37228,success,-9.12888113,-8.35695121,0.77192992,,train
MOL_80805,success,-9.47157801,-8.00857146,1.46300655,,train
MOL_07719,success,-9.40004031,-8.0399935,1.36004682,,train
MOL_86674,success,-8.81933339,-8.63922205,0.18011134,,train
MOL_73418,success,-8.99320865,-8.51323894,0.47996971,,train
MOL_14430,success,-9.13259377,-8.26696229,0.86563148,,train
MOL_46858,success,-8.85760314,-8.6546456,0.20295755,,train
MOL_40776,success,-9.2985244,-8.16182673,1.13669767,,train
MOL_82272,success,-9.24840692,-8.30670602,0.9417009,,train
MOL_00485,success,-9.29097502,-8.17305982,1.1179152,,train
MOL_87246,success,-9.03894062,-8.46275383,0.57618679,,train
MOL_70421,success,-8.86510038,-8.68081711,0.18428327,,train
MOL_03381,success,-9.21593018,-8.25967821,0.95625197,,train
MOL_61193,success,-9.2220102,-8.2131841,1.0088261,,train
MOL_70624,success,-9.23967462,-8.30558916,0.93408546,,train
MOL_31456,success,-8.83109983,-8.69430748,0.13679235,,train
MOL_98586,success,-9.23112746,-8.26260138,0.96852608,,train
MOL_28782,success,-9.39994533,-8.05427946,1.34566588,,train
MOL_57129,success,-9.18148811,-8.34350183,0.83798628,,train
MOL_48351,success,-9.05061634,-8.42937665,0.62123969,,train
MOL_53407,success,-8.80774131,-8.68988333,0.11785797,,train
MOL_88281,success,-9.32451037,-8.17542794,1.14908243,,train
MOL_32927,success,-9.25549724,-8.24654705,1.00895019,,train
MOL_08302,success,-9.43972294,-8.00768184,1.4320411,,train
MOL_11764,success,-9.16458773,-8.20049737,0.96409036,,train
MOL_66753,success,-8.98296012,-8.4414719,0.54148822,,train
MOL_12503,success,-9.28720941,-8.18024232,1.10696709,,train
MOL_99509,success,-9.08248348,-8.39074616,0.69173732,,train
MOL_64207,success,-8.96828271,-8.51149615,0.45678657,,train
MOL_59464,success,-8.75644839,-8.74058258,0.01586581,,train
MOL_03413,success,-9.34749702,-8.08773602,1.25976101,,train
MOL_15613,success,-9.19320376,-8.31657167,0.87663209,,train
MOL_04352,success,-8.87660091,-8.59317567,0.28342524,,train
MOL_50273,success,-9.30788665,-8.20893208,1.09895457,,train
MOL_85627,success,-9.2368074,-8.20123839,1.03556901,,train
MOL_53858,success,-9.39378761,-8.07673011,1.31705751,,train
MOL_47166,success,-8.89347424,-8.67353123,0.21994301,,train
MOL_91866,success,-8.99316042,-8.46401222,0.5291482,,train
MOL_21364,success,-9.53733025,-7.83875422,1.69857603,,train
MOL_53667,success,-9.34081315,-8.19490499,1.14590816,,train
MOL_81392,success,-9.22582884,-8.1720292,1.05379964,,train
MOL_85704,success,-9.03127337,-8.51200734,0.51926604,,train
MOL_48750,success,-9.18071666,-8.37103577,0.80968089,,train
MOL_62909,success,-9.16641381,-8.43640697,0.73000684,,train
MOL_54565,success,-9.29574965,-8.25957979,1.03616986,,train
MOL_86418,success,-9.08476497,-8.4179427,0.66682227,,train
MOL_06385,success,-8.92561424,-8.6485802,0.27703405,,train
MOL_95573,success,-8.91363998,-8.58670999,0.32692999,,train
MOL_31654,success,-8.94848845,-8.54915601,0.39933244,,train
MOL_28377,success,-8.88479324,-8.65032853,0.2344647,,train
MOL_47431,success,-8.87235922,-8.58881816,0.28354106,,train
MOL_74788,success,-9.24878811,-8.28556357,0.96322454,,train
MOL_94106,success,-9.22755152,-8.23844345,0.98910807,,train
MOL_86613,success,-8.82686826,-8.69590039,0.13096787,,train
MOL_07005,success,-9.2884205,-8.14647869,1.14194181,,train
MOL_86635,success,-8.97011075,-8.55863846,0.41147228,,train
MOL_85466,success,-9.16749162,-8.30318841,0.86430322,,train
MOL_09235,success,-9.28977196,-8.18752193,1.10225003,,train
MOL_05651,success,-9.11931958,-8.4358037,0.68351587,,train
MOL_48888,success,-9.05319894,-8.44137993,0.61181901,,train
MOL_03659,success,-9.10876681,-8.35683659,0.75193022,,train
MOL_05930,success,-9.01432077,-8.50288121,0.51143955,,train
MOL_86984,success,-9.19852152,-8.33856869,0.85995284,,train
MOL_24738,success,-9.19340962,-8.27667884,0.91673078,,train
MOL_92364,success,-8.91221458,-8.63671683,0.27549775,,train
MOL_37340,success,-9.06015661,-8.43603122,0.62412539,,train
MOL_56382,success,-8.85126482,-8.71343937,0.13782546,,train
MOL_52497,success,-9.05256244,-8.44044187,0.61212057,,train
MOL_06381,success,-9.25961484,-8.27044998,0.98916486,,train
MOL_66196,success,-8.84274863,-8.62917317,0.21357547,,train
MOL_65937,success,-8.83679338,-8.67562624,0.16116714,,train
MOL_22478,success,-9.07394532,-8.51583808,0.55810724,,train
MOL_63559,success,-9.25852919,-8.23995071,1.01857848,,train
MOL_64475,success,-9.10772789,-8.41160286,0.69612504,,train
MOL_91722,success,-9.16934899,-8.37374241,0.79560658,,train
MOL_22770,success,-8.87522935,-8.58577265,0.2894567,,train
MOL_20248,success,-8.882977,-8.57500284,0.30797416,,train
MOL_84702,success,-9.12859919,-8.41323106,0.71536813,,train
MOL_03459,success,-9.12835531,-8.42504185,0.70331346,,train
MOL_79183,success,-9.13771542,-8.36554697,0.77216845,,train
MOL_74479,success,-9.34790213,-8.10570129,1.24220084,,train
MOL_18597,success,-9.31663275,-8.1750518,1.14158095,,train
MOL_57482,success,-9.39653068,-8.07794054,1.31859013,,train
MOL_42909,success,-9.04858013,-8.47170846,0.57687167,,train
MOL_83187,success,-9.10570109,-8.40838265,0.69731845,,train
MOL_31407,success,-8.96986626,-8.55709606,0.41277019,,train
MOL_21292,success,-9.32650227,-8.19650738,1.12999489,,train
MOL_53522,success,-8.97030228,-8.63039336,0.33990892,,train
MOL_13092,success,-8.97155087,-8.50063151,0.47091937,,train
MOL_93110,success,-9.39479171,-8.09913456,1.29565715,,train
MOL_35742,success,-9.19468918,-8.3393193,0.85536988,,train
MOL_58493,success,-9.07445904,-8.40697587,0.66748317,,train
MOL_17603,success,-9.22845597,-8.30636076,0.92209522,,train
MOL_23978,success,-9.13496251,-8.37365359,0.76130893,,train
MOL_62925,success,-9.26897308,-8.20727053,1.06170255,,train
MOL_55675,success,-9.25952097,-8.22529285,1.03422812,,train
MOL_61176,success,-8.96102506,-8.56566986,0.3953552,,train
MOL_08931,success,-9.35395839,-8.09139985,1.26255853,,train
MOL_83871,success,-9.31672014,-8.155094,1.16162614,,train
MOL_38398,success,-8.9476825,-8.55660193,0.39108057,,train
MOL_50382,success,-9.2817056,-8.21105234,1.07065326,,train
MOL_99224,success,-9.19301454,-8.27672098,0.91629356,,train
MOL_42203,success,-9.43010337,-8.05283627,1.3772671,,train
MOL_74880,success,-9.57231325,-7.85521115,1.7171021,,train
MOL_66518,success,-8.89388568,-8.59099088,0.3028948,,train
MOL_36571,success,-9.30417075,-8.16372248,1.14044827,,train
MOL_80304,success,-9.28713422,-8.21801726,1.06911696,,train
MOL_07018,success,-9.33747465,-8.12693123,1.21054342,,train
MOL_18211,success,-9.14066322,-8.39941498,0.74124824,,train
MOL_87781,success,-8.95896924,-8.50413251,0.45483673,,train
MOL_23933,success,-9.42186476,-8.07430759,1.34755717,,train
MOL_72334,success,-9.28203648,-8.17989639,1.10214009,,train
MOL_02519,success,-9.30018539,-8.17255949,1.1276259,,train
MOL_34636,success,-9.19507367,-8.32708951,0.86798416,,train
MOL_19799,success,-9.14652714,-8.32076236,0.82576478,,train
MOL_93374,success,-8.87723948,-8.59104568,0.2861938,,train
MOL_89930,success,-9.10136187,-8.37198314,0.72937873,,train
MOL_91168,success,-8.97402324,-8.62183247,0.35219078,,train
MOL_92284,success,-9.36141514,-8.11302139,1.24839375,,train
MOL_59829,success,-9.29630331,-8.10682218,1.18948113,,train
MOL_77531,success,-8.94785198,-8.57255142,0.37530056,,train
MOL_12764,success,-9.51063773,-7.93005024,1.58058749,,train
MOL_01631,success,-9.39435215,-8.11474943,1.27960271,,train
MOL_55153,success,-9.53645377,-7.94634422,1.59010955,,train
MOL_80995,success,-9.10905728,-8.40544815,0.70360913,,train
MOL_57197,success,-8.92171085,-8.64082296,0.28088788,,train
MOL_52835,success,-9.01672106,-8.48065706,0.53606401,,train
MOL_24961,success,-9.43973571,-8.02533454,1.41440118,,train
MOL_43059,success,-8.93055494,-8.63836671,0.29218823,,train
MOL_45573,success,-9.17099309,-8.32120703,0.84978606,,train
MOL_36893,success,-9.19828442,-8.22548358,0.97280084,,train
MOL_73298,success,-8.86779152,-8.541779,0.32601251,,train
MOL_80593,success,-9.12783505,-8.40650554,0.72132951,,train
MOL_96367,success,-8.85608072,-8.72583516,0.13024555,,train
MOL_84315,success,-9.07810103,-8.40685489,0.67124614,,train
MOL_37691,success,-9.11682535,-8.37273478,0.74409057,,train
MOL_24812,success,-9.35844502,-8.1517006,1.20674442,,train
MOL_20726,success,-9.45085119,-8.04393203,1.40691916,,train
MOL_12804,success,-9.38399665,-8.12301036,1.26098629,,train
MOL_81667,success,-9.39119813,-7.99896814,1.39222999,,train
MOL_56450,success,-9.45333381,-8.05055958,1.40277423,,train
MOL_33860,success,-9.34767634,-8.08938352,1.25829282,,train
MOL_85854,success,-9.04125609,-8.50168219,0.5395739,,train
MOL_08666,success,-9.2414593,-8.23383507,1.00762423,,train
MOL_89487,success,-9.28069059,-8.17628178,1.10440881,,train
MOL_74890,success,-9.28449177,-8.22101771,1.06347407,,train
MOL_09743,success,-9.55021634,-7.86642587,1.68379047,,train
MOL_75442,success,-9.35911639,-8.09063194,1.26848445,,train
MOL_99178,success,-9.37751971,-8.07108582,1.30643389,,train
MOL_76257,success,-9.12672256,-8.36813158,0.75859098,,train
MOL_18069,success,-9.30622456,-8.21160987,1.09461469,,train
MOL_68476,success,-9.3969838,-8.02725949,1.36972431,,train
MOL_14655,success,-9.18700761,-8.2709511,0.91605651,,train
MOL_00594,success,-9.33610823,-8.1531446,1.18296363,,train
MOL_92851,success,-9.1342504,-8.34609202,0.78815838,,train
MOL_87558,success,-9.08089856,-8.43020478,0.65069378,,train
MOL_77100,success,-9.31168348,-8.06866295,1.24302053,,train
MOL_00096,success,-9.28896618,-8.21925235,1.06971382,,train
MOL_24598,success,-9.13999352,-8.35693331,0.78306021,,train
MOL_78785,success,-9.34046429,-8.12930392,1.21116036,,train
MOL_51055,success,-8.85629869,-8.68919752,0.16710117,,train
MOL_52936,success,-9.18372092,-8.25776561,0.92595531,,train
MOL_45510,success,-9.31103171,-8.22440367,1.08662804,,train
MOL_63693,success,-9.29884073,-8.18075055,1.11809018,,train
MOL_06618,success,-9.25488617,-8.24080533,1.01408084,,train
MOL_43458,success,-9.39949782,-8.11873649,1.28076133,,train
MOL_69425,success,-9.44523605,-8.05558801,1.38964804,,train
MOL_00124,success,-9.19569521,-8.31021864,0.88547656,,train
MOL_91434,success,-9.26001278,-8.2445461,1.01546668,,train
MOL_79340,success,-9.4795936,-7.96798724,1.51160636,,train
MOL_33906,success,-8.84168576,-8.72192817,0.11975759,,train
MOL_42987,success,-9.42017189,-8.07346151,1.34671038,,train
MOL_82424,success,-9.18402132,-8.28595938,0.89806194,,train
MOL_98447,success,-9.37153758,-8.06929735,1.30224023,,train
MOL_29651,success,-9.11722568,-8.43465662,0.68256906,,train
MOL_78346,success,-9.31245529,-8.18148105,1.13097424,,train
MOL_16450,success,-8.99254774,-8.5356144,0.45693333,,train
MOL_56367,success,-9.22437832,-8.26393564,0.96044268,,train
MOL_51504,success,-8.96327461,-8.58858771,0.3746869,,train
MOL_29115,success,-9.17675436,-8.35278663,0.82396773,,train
MOL_92033,success,-8.87992235,-8.60097496,0.27894739,,train
MOL_86210,success,-9.30229871,-8.13829579,1.16400292,,train
MOL_30706,success,-9.33175289,-8.23055561,1.10119729,,train
MOL_12623,success,-8.95843649,-8.5582343,0.40020219,,train
MOL_61870,success,-9.30049861,-8.18414889,1.11634972,,train
MOL_13347,success,-9.26595306,-8.1818999,1.08405316,,train
MOL_43888,success,-9.36247289,-8.15032838,1.21214451,,train
MOL_26625,success,-9.26879899,-8.2438439,1.0249551,,train
MOL_22228,success,-9.30820504,-8.14955357,1.15865147,,train
MOL_56861,success,-9.42379568,-8.03789523,1.38590045,,train
MOL_90127,success,-9.39241158,-8.00027643,1.39213515,,train
MOL_70646,success,-8.99101246,-8.52090383,0.47010863,,train
MOL_23072,success,-9.1050914,-8.41470651,0.69038489,,train
MOL_39109,success,-9.26045795,-8.1657494,1.09470855,,train
MOL_24281,success,-8.89232008,-8.62925546,0.26306463,,train
MOL_19154,success,-9.20470908,-8.33313861,0.87157047,,train
MOL_10049,success,-9.46874343,-8.01619117,1.45255227,,train
MOL_38205,success,-9.34957166,-8.14021928,1.20935238,,train
MOL_67827,success,-8.95844783,-8.5330084,0.42543944,,train
MOL_90506,success,-8.86000396,-8.73267415,0.12732981,,train
MOL_38227,success,-9.10135861,-8.39331972,0.70803889,,train
MOL_23642,success,-9.27942698,-8.15132812,1.12809886,,train
MOL_15617,success,-8.77291715,-8.77131266,0.00160449,,train
MOL_02293,success,-9.16755632,-8.33424303,0.83331328,,train
MOL_54433,success,-9.1331862,-8.39273633,0.74044987,,train
MOL_77545,success,-9.21167043,-8.30453273,0.9071377,,train
MOL_83010,success,-8.772846,-8.49013547,0.28271052,,train
MOL_30995,success,-9.05022287,-8.4981032,0.55211967,,train
MOL_08700,success,-8.93568573,-8.62555655,0.31012917,,train
MOL_08675,success,-9.24777193,-8.31724833,0.93052361,,train
MOL_29058,success,-9.317441,-8.16539917,1.15204182,,train
MOL_51651,success,-9.46356022,-7.98674015,1.47682007,,train
MOL_91883,success,-9.45520137,-7.94100574,1.51419563,,train
MOL_56321,success,-9.04818685,-8.51309044,0.53509641,,train
MOL_75285,success,-9.14286284,-8.35115535,0.79170749,,train
MOL_87433,success,-9.2903793,-8.1292904,1.1610889,,train
MOL_72073,success,-9.27662423,-8.27343546,1.00318877,,train
MOL_07218,success,-9.31456956,-8.18537106,1.1291985,,train
MOL_17986,success,-8.93254502,-8.59898245,0.33356257,,train
MOL_41054,success,-9.22786934,-8.26927815,0.95859119,,train
MOL_43742,success,-8.84089185,-8.61269216,0.22819969,,train
MOL_98727,success,-9.02077222,-8.46739436,0.55337786,,train
MOL_29056,success,-8.98794016,-8.56438542,0.42355473,,train
MOL_06782,success,-9.30795469,-8.12145159,1.1865031,,train
MOL_69076,success,-9.08329051,-8.41090109,0.67238943,,train
MOL_51735,success,-8.88370218,-8.62730076,0.25640142,,train
MOL_84694,success,-9.32707119,-8.20979632,1.11727487,,train
MOL_91418,success,-9.31080239,-8.15850729,1.15229511,,train
MOL_13900,success,-9.0598086,-8.40936525,0.65044335,,train
MOL_09554,success,-8.96990832,-8.56002047,0.40988785,,train
MOL_33863,success,-9.07471214,-8.43032343,0.64438871,,train
MOL_72083,success,-9.08892783,-8.37252673,0.7164011,,train
MOL_02253,success,-9.49531313,-7.9705684,1.52474474,,train
MOL_09092,success,-8.94272212,-8.57153196,0.37119016,,train
MOL_85861,success,-9.42801471,-7.9781516,1.44986311,,train
MOL_97666,success,-9.28720666,-8.21013267,1.07707399,,train
MOL_13254,success,-9.02150162,-8.39493309,0.62656853,,train
MOL_17446,success,-9.44069457,-7.98781239,1.45288217,,train
MOL_10734,success,-9.27044911,-8.22262963,1.04781947,,train
MOL_05143,success,-8.89892821,-8.60871158,0.29021663,,train
MOL_65736,success,-8.9720065,-8.50666779,0.46533871,,train
MOL_54067,success,-9.43695316,-8.00260982,1.43434334,,train
MOL_65516,success,-9.08818362,-8.47868584,0.60949778,,train
MOL_59695,success,-9.06268951,-8.44702125,0.61566826,,train
MOL_07309,success,-9.37502908,-8.13474634,1.24028274,,train
MOL_15091,success,-9.17195768,-8.33204997,0.8399077,,train
MOL_96155,success,-9.27555141,-8.23147515,1.04407626,,train
MOL_92613,success,-9.2036997,-8.30442505,0.89927465,,train
MOL_44521,success,-9.19728396,-8.35369109,0.84359286,,train
MOL_07591,success,-9.32227403,-8.13236743,1.1899066,,train
MOL_07850,success,-9.06300532,-8.38955742,0.6734479,,train
MOL_73954,success,-8.97755866,-8.61610083,0.36145783,,train
MOL_32584,success,-9.60032801,-7.8737435,1.7265845,,train
MOL_90503,success,-8.99169309,-8.47097829,0.5207148,,train
MOL_39428,success,-9.31345684,-8.17443111,1.13902573,,train
MOL_60009,success,-9.23106251,-8.32514519,0.90591732,,train
MOL_77063,success,-9.20807835,-8.24455911,0.96351924,,train
MOL_83814,success,-9.42839324,-8.05745767,1.37093557,,train
MOL_14433,success,-8.96989518,-8.60448968,0.3654055,,train
MOL_11238,success,-9.30374595,-8.15283149,1.15091446,,train
MOL_28343,success,-9.50530147,-7.98061036,1.52469111,,train
MOL_84311,success,-9.48646505,-7.93614653,1.55031852,,train
MOL_91970,success,-8.85506102,-8.66212709,0.19293393,,train
MOL_70103,success,-9.1480906,-8.3161103,0.8319803,,train
MOL_19232,success,-9.51576888,-7.96868514,1.54708373,,train
MOL_89710,success,-9.19021707,-8.31758122,0.87263585,,train
MOL_60323,success,-8.93313276,-8.61495625,0.31817651,,train
MOL_28581,success,-9.22934275,-8.24305187,0.98629088,,train
MOL_06237,success,-9.0808105,-8.43609748,0.64471302,,train
MOL_72241,success,-9.06773081,-8.49186439,0.57586643,,train
MOL_02210,success,-9.01494081,-8.52960564,0.48533517,,train
MOL_37017,success,-8.96234882,-8.55682477,0.40552405,,train
MOL_91057,success,-9.34330618,-8.18943429,1.15387189,,train
MOL_45896,success,-8.96083056,-8.52505999,0.43577057,,train
MOL_14133,success,-8.94474589,-8.55372079,0.39102509,,train
MOL_51318,success,-9.49051896,-7.90932572,1.58119324,,train
MOL_77875,success,-9.15111764,-8.40587215,0.74524549,,train
MOL_06195,success,-9.16706781,-8.31505991,0.8520079,,train
MOL_84383,success,-9.14070782,-8.30771225,0.83299557,,train
MOL_85323,success,-9.23084741,-8.29416845,0.93667895,,train
MOL_36733,success,-8.9721437,-8.47702899,0.49511472,,train
MOL_20630,success,-8.87930662,-8.64812281,0.23118381,,train
MOL_17553,success,-9.04176527,-8.52463396,0.51713131,,train
MOL_02345,success,-9.10317303,-8.31974937,0.78342366,,train
MOL_70655,success,-9.25955767,-8.19653305,1.06302463,,train
MOL_05318,success,-8.97911569,-8.51546159,0.4636541,,train
MOL_37534,success,-9.33664927,-8.06618705,1.27046223,,train
MOL_29849,success,-9.31061219,-8.20636259,1.1042496,,train
MOL_77014,success,-9.39589175,-7.97678836,1.41910339,,train
MOL_77402,success,-8.97919208,-8.43922741,0.53996466,,train
MOL_56277,success,-8.86646829,-8.67634917,0.19011912,,train
MOL_84864,success,-9.24364177,-8.25558166,0.9880601,,train
MOL_51992,success,-9.07905669,-8.42695126,0.65210543,,train
MOL_22127,success,-9.26141201,-8.22025926,1.04115275,,train
MOL_37129,success,-9.39264664,-8.13782276,1.25482388,,train
MOL_77482,success,-9.16578726,-8.28931267,0.87647459,,train
MOL_21215,success,-8.99278297,-8.55152822,0.44125475,,train
MOL_71074,success,-9.30206487,-8.17061181,1.13145306,,train
MOL_50942,success,-9.32338669,-8.2075218,1.11586489,,train
MOL_94150,success,-9.1969749,-8.29349787,0.90347703,,train
MOL_45893,success,-8.84511937,-8.70232052,0.14279885,,train
MOL_51847,success,-9.14195593,-8.33799596,0.80395997,,train
MOL_95226,success,-9.09481634,-8.43969572,0.65512062,,train
MOL_47452,success,-9.31426984,-8.14034023,1.17392962,,train
MOL_75377,success,-9.29798474,-8.17449759,1.12348715,,train
MOL_39030,success,-9.20136367,-8.28413299,0.91723068,,train
MOL_98905,success,-9.32765526,-8.14871081,1.17894444,,train
MOL_52879,success,-8.87927437,-8.65617767,0.2230967,,train
MOL_64952,success,-9.05317358,-8.3451649,0.70800868,,train
MOL_04754,success,-8.80388967,-8.77705614,0.02683353,,train
MOL_21228,success,-9.11378926,-8.38958283,0.72420644,,train
MOL_98167,success,-9.2283048,-8.29230752,0.93599728,,train
MOL_18450,success,-8.85108046,-8.6179273,0.23315316,,train
MOL_46809,success,-8.91047879,-8.62591942,0.28455937,,train
MOL_64361,success,-9.12456346,-8.36876289,0.75580057,,train
MOL_42259,success,-9.00827239,-8.48306496,0.52520744,,train
MOL_03243,success,-8.9383401,-8.56522069,0.37311941,,train
MOL_85271,success,-8.91099021,-8.53100355,0.37998666,,train
MOL_36757,success,-9.13942736,-8.36100857,0.77841879,,train
MOL_31924,success,-8.96788099,-8.45321119,0.5146698,,train
MOL_78830,success,-8.8148865,-8.71935414,0.09553237,,train
MOL_06221,success,-9.01190104,-8.49621101,0.51569003,,train
MOL_90134,success,-9.17828832,-8.30416756,0.87412076,,train
MOL_60456,success,-9.04166349,-8.4726606,0.56900289,,train
MOL_73124,success,-8.81560465,-8.67546586,0.14013879,,train
MOL_22479,success,-9.4966125,-7.87055948,1.62605302,,train
MOL_62740,success,-8.94730455,-8.56527201,0.38203254,,train
MOL_51947,success,-8.75507736,-8.72244507,0.03263229,,train
MOL_36290,success,-8.82487033,-8.67598234,0.14888799,,train
MOL_96411,success,-9.10896769,-8.37504013,0.73392756,,train
MOL_59283,success,-9.10841878,-8.38915741,0.71926136,,train
MOL_40754,success,-9.21695608,-8.29051975,0.92643633,,train
MOL_44298,success,-9.42727266,-8.05862175,1.36865091,,train
MOL_89778,success,-9.51255828,-7.93728782,1.57527046,,train
MOL_57818,success,-9.43803113,-8.05432641,1.38370472,,train
MOL_89269,success,-9.31328351,-8.15570166,1.15758185,,train
MOL_75816,success,-8.97158055,-8.57142188,0.40015868,,train
MOL_28216,success,-9.23309219,-8.30558863,0.92750356,,train
MOL_78455,success,-9.37222137,-7.95506429,1.41715707,,train
MOL_09404,success,-9.054369,-8.39422093,0.66014807,,train
MOL_27195,success,-9.35683029,-8.13935099,1.2174793,,train
MOL_56026,success,-9.18328798,-8.33779227,0.84549571,,train
MOL_50488,success,-9.17312904,-8.28130846,0.89182057,,train
MOL_19574,success,-9.16506602,-8.38551813,0.77954789,,train
MOL_77871,success,-9.43603959,-8.02818264,1.40785695,,train
MOL_39238,success,-9.25930342,-8.24272492,1.0165785,,train
MOL_49465,success,-9.09478788,-8.43511361,0.65967427,,train
MOL_45465,success,-9.23481334,-8.21019165,1.02462169,,train
MOL_05605,success,-9.06955207,-8.46869214,0.60085993,,train
MOL_27423,success,-8.89925095,-8.54812965,0.3511213,,train
MOL_30228,success,-8.80303257,-8.65375217,0.1492804,,train
MOL_41816,success,-9.12473382,-8.39728835,0.72744547,,train
MOL_09916,success,-9.39929976,-7.98227408,1.41702568,,train
MOL_26552,success,-9.41241377,-8.03428894,1.37812483,,train
MOL_79469,success,-8.88543634,-8.62613393,0.25930241,,train
MOL_36575,success,-9.50574771,-7.94633519,1.55941251,,train
MOL_88669,success,-9.22139689,-8.23330793,0.98808896,,train
MOL_03529,success,-9.50461937,-7.99361049,1.51100887,,train
MOL_65632,success,-9.31951611,-8.17341228,1.14610383,,train
MOL_15141,success,-9.19506696,-8.2818491,0.91321786,,train
MOL_37033,success,-8.89328918,-8.63240202,0.26088715,,train
MOL_23758,success,-9.25829704,-8.17086416,1.08743288,,train
MOL_06276,success,-8.94380183,-8.59575507,0.34804676,,train
MOL_59176,success,-9.10752942,-8.33319534,0.77433408,,train
MOL_50353,success,-9.02337915,-8.51269521,0.51068394,,train
MOL_87815,success,-9.04629933,-8.43185806,0.61444127,,train
MOL_16707,success,-9.26860144,-8.16761338,1.10098806,,train
MOL_42042,success,-9.0776118,-8.46585867,0.61175313,,train
MOL_48864,success,-9.09285701,-8.45857952,0.63427749,,train
MOL_47296,success,-9.34858439,-8.12269884,1.22588555,,train
MOL_73604,success,-9.1209381,-8.31288165,0.80805645,,train
MOL_00921,success,-8.97886353,-8.54448254,0.43438099,,train
MOL_66907,success,-9.31187463,-8.19961471,1.11225992,,train
MOL_42168,success,-9.00516198,-8.46949456,0.53566742,,train
MOL_36271,success,-9.25747505,-8.19911605,1.058359,,train
MOL_87702,success,-9.3363024,-8.10275699,1.2335454,,train
MOL_25020,success,-9.30553362,-8.19560018,1.10993344,,train
MOL_37551,success,-8.90011563,-8.59597649,0.30413913,,train
MOL_70124,success,-9.37420522,-8.06700581,1.30719941,,train
MOL_51307,success,-9.35248125,-8.09986263,1.25261862,,train
MOL_51291,success,-9.4272976,-8.06231004,1.36498756,,train
MOL_77811,success,-8.93565042,-8.62140039,0.31425004,,train
MOL_67235,success,-9.25742672,-8.24747903,1.00994769,,train
MOL_26726,success,-9.11409007,-8.27813782,0.83595225,,train
MOL_46701,success,-8.81536096,-8.72381504,0.09154592,,train
MOL_63898,success,-9.06378499,-8.44084602,0.62293896,,train
MOL_86142,success,-9.08527986,-8.40889932,0.67638054,,train
MOL_66688,success,-9.18975515,-8.32214699,0.86760816,,train
MOL_94252,success,-8.80414677,-8.68971935,0.11442743,,train
MOL_40103,success,-8.89498173,-8.59030749,0.30467424,,train
MOL_12742,success,-9.14228614,-8.35600063,0.78628552,,train
MOL_73584,success,-9.38115932,-8.01895191,1.36220741,,train
MOL_94432,success,-9.2203187,-8.24133017,0.97898853,,train
MOL_91200,success,-9.32122452,-8.15415298,1.16707154,,train
MOL_77437,success,-9.2788055,-8.13119281,1.14761269,,train
MOL_53722,success,-8.98969459,-8.51490116,0.47479343,,train
MOL_01885,success,-8.97053953,-8.56262842,0.40791111,,train
MOL_67558,success,-9.20853866,-8.2849044,0.92363427,,train
MOL_32700,success,-8.86164998,-8.66167157,0.19997841,,train
MOL_25691,success,-9.00242206,-8.52085964,0.48156242,,train
MOL_77242,success,-8.92900972,-8.58328346,0.34572625,,train
MOL_15270,success,-9.38744668,-7.93844992,1.44899676,,train
MOL_87279,success,-9.04140317,-8.49559123,0.54581194,,train
MOL_22551,success,-9.32120455,-8.16225733,1.15894721,,train
MOL_86884,success,-9.35087308,-8.14372528,1.2071478,,train
MOL_28996,success,-9.10043241,-8.41070493,0.68972748,,train
MOL_06973,success,-9.11618884,-8.38739626,0.72879258,,train
MOL_98372,success,-9.27956517,-8.20474978,1.07481539,,train
MOL_67366,success,-9.07244276,-8.4403443,0.63209846,,train
MOL_46714,success,-9.35972603,-8.15087527,1.20885076,,train
MOL_31130,success,-9.14796118,-8.35851257,0.78944861,,train
MOL_92172,success,-9.27747958,-8.18399935,1.09348023,,train
MOL_19072,success,-8.8242433,-8.65234625,0.17189705,,train
MOL_15514,success,-9.14351946,-8.40463413,0.73888534,,train
MOL_48255,success,-9.2263045,-8.2763087,0.9499958,,train
MOL_61069,success,-9.12199598,-8.33480258,0.7871934,,train
MOL_82944,success,-8.82728321,-8.65297149,0.17431171,,train
MOL_46194,success,-8.96740481,-8.59616649,0.37123832,,train
