mol_id,molecule_filename,predicted_gap,homo_ev,lumo_ev,actual_gap_ev,status,prediction_error_ev
MOL_81653,gqd_81653.mol,0.7960438670300642,-9.004588,-8.47700852,0.52757948,SUCCESS,-0.268464387
MOL_38979,gqd_38979.mol,0.7962289347595835,-9.23188222,-8.33509585,0.89678637,SUCCESS,0.1005574352404166
MOL_12789,gqd_12789.mol,0.7963159230312269,-9.42095916,-8.06177017,1.35918899,SUCCESS,0.5628730669687732
MOL_27015,gqd_27015.mol,0.7963692931808259,-9.14153631,-8.3705795,0.77095682,SUCCESS,-0.025412473
MOL_79517,gqd_79517.mol,0.796487119,-9.05363889,-8.47667469,0.5769642,SUCCESS,-0.219522919
MOL_23695,gqd_23695.mol,0.7966533457719672,-9.18527255,-8.31152432,0.87374823,SUCCESS,0.077094884
MOL_61432,gqd_61432.mol,0.8034616061264324,-9.19308376,-8.33219904,0.86088472,SUCCESS,0.057423114
MOL_52249,gqd_52249.mol,0.8035821813662523,-9.05455486,-8.39944889,0.65510597,SUCCESS,-0.148476211
MOL_81443,gqd_81443.mol,0.8036196079192198,-8.78365043,-8.77121257,0.01243786,SUCCESS,-0.791181748
MOL_84268,gqd_84268.mol,0.8038267050014695,-8.94264593,-8.55510814,0.38753778,SUCCESS,-0.416288925
MOL_66936,gqd_66936.mol,0.8038711731304599,-9.131899,-8.32283675,0.80906225,SUCCESS,0.005191077
MOL_79180,gqd_79180.mol,0.8038829487156878,-8.97565584,-8.53774045,0.43791539,SUCCESS,-0.365967559
MOL_19071,gqd_19071.mol,0.8039951847666537,-8.88704571,-8.62710733,0.25993838,SUCCESS,-0.544056805
MOL_35350,gqd_35350.mol,0.8040447986613126,-8.93133307,-8.58998949,0.34134358,SUCCESS,-0.462701219
MOL_07105,gqd_07105.mol,0.804083311,-9.05533334,-8.43817214,0.6171612,SUCCESS,-0.186922111
MOL_37419,gqd_37419.mol,0.8041504870444601,-9.36544317,-8.10980217,1.255641,SUCCESS,0.4514905129555399
MOL_14223,gqd_14223.mol,0.8101487763733618,-9.12036095,-8.39649344,0.72386751,SUCCESS,-0.086281266
MOL_32587,gqd_32587.mol,0.810185075,-9.36313716,-8.12794637,1.23519078,SUCCESS,0.4250057048466479
MOL_62809,gqd_62809.mol,0.8103905638212126,-9.24150999,-8.20575354,1.03575644,SUCCESS,0.22536587617878734
MOL_03389,gqd_03389.mol,0.8104036018496817,-9.66374963,-7.63833458,2.02541505,SUCCESS,1.2150114481503183
MOL_52343,gqd_52343.mol,0.8104366119967276,-9.43541847,-8.01103534,1.42438313,SUCCESS,0.6139465180032725
MOL_50366,gqd_50366.mol,0.810711992,-9.36947375,-8.12309123,1.24638252,SUCCESS,0.43567052754841107
MOL_16617,gqd_16617.mol,0.8110042199028988,-9.41607282,-8.05219095,1.36388187,SUCCESS,0.5528776500971011
MOL_02789,gqd_02789.mol,0.8110719449247835,-8.99497294,-8.49568203,0.49929091,SUCCESS,-0.311781035
MOL_31800,gqd_31800.mol,0.8110904653451245,-9.38637155,-8.09041736,1.29595418,SUCCESS,0.48486371465487554
MOL_88087,gqd_88087.mol,0.8112572846556834,-8.97427493,-8.48353123,0.4907437,SUCCESS,-0.320513585
MOL_17623,gqd_17623.mol,0.7939833366378591,-9.11678723,-8.36799895,0.74878828,SUCCESS,-0.045195057
MOL_13747,gqd_13747.mol,0.7941013106387774,-9.33318728,-8.08983303,1.24335426,SUCCESS,0.4492529493612226
MOL_35920,gqd_35920.mol,0.7942456303343732,-9.38974569,-8.09284704,1.29689865,SUCCESS,0.5026530196656267
MOL_39822,gqd_39822.mol,0.7943034480801396,-9.20401952,-8.23907821,0.9649413,SUCCESS,0.17063785191986036
MOL_36732,gqd_36732.mol,0.7943913460575525,-8.84315424,-8.6572486,0.18590564,SUCCESS,-0.608485706
MOL_72880,gqd_72880.mol,0.7944217691407698,-8.82675373,-8.65320561,0.17354812,SUCCESS,-0.620873649
MOL_36260,gqd_36260.mol,0.7944651376080222,-9.20726185,-8.32034671,0.88691514,SUCCESS,0.092450002
MOL_36470,gqd_36470.mol,0.7945563633592354,-9.34998628,-8.18913885,1.16084743,SUCCESS,0.3662910666407646
MOL_17522,gqd_17522.mol,0.7948100860186497,-9.40196019,-8.07078026,1.33117993,SUCCESS,0.5363698439813503
MOL_57713,gqd_57713.mol,0.7948264054924059,-8.98004921,-8.51663272,0.46341649,SUCCESS,-0.331409915
MOL_91536,gqd_91536.mol,0.8149543742649089,-8.98632934,-8.54290233,0.44342701,SUCCESS,-0.371527364
MOL_12552,gqd_12552.mol,0.8149652884477027,-9.19500856,-8.27802746,0.9169811,SUCCESS,0.10201581155229733
MOL_11049,gqd_11049.mol,0.8149680042313121,-9.1157685,-8.37953211,0.73623639,SUCCESS,-0.078731614
MOL_25880,gqd_25880.mol,0.8149989465879821,-9.19478366,-8.28196355,0.91282011,SUCCESS,0.097821163
MOL_93962,gqd_93962.mol,0.815167152,-9.41960637,-7.95354505,1.46606132,SUCCESS,0.6508941682445119
MOL_92241,gqd_92241.mol,0.8152633285460703,-9.26711065,-8.25651362,1.01059703,SUCCESS,0.1953337014539297
MOL_91699,gqd_91699.mol,0.8155073522056617,-9.27530304,-8.22468208,1.05062096,SUCCESS,0.23511360779433832
MOL_62453,gqd_62453.mol,0.8155230484557358,-9.16049299,-8.37131246,0.78918052,SUCCESS,-0.026342528
MOL_79239,gqd_79239.mol,0.8155254571143005,-9.14669555,-8.36644479,0.78025076,SUCCESS,-0.035274697
MOL_97414,gqd_97414.mol,0.8155426307463711,-9.44931118,-8.05331734,1.39599384,SUCCESS,0.5804512092536289
MOL_76261,gqd_76261.mol,0.8140422173695754,-9.20703348,-8.22967072,0.97736275,SUCCESS,0.16332053263042456
MOL_27971,gqd_27971.mol,0.8141731281081006,-9.24793089,-8.18339737,1.06453352,SUCCESS,0.2503603918918993
MOL_36493,gqd_36493.mol,0.8142083699683117,-9.47457503,-7.97792129,1.49665374,SUCCESS,0.6824453700316883
MOL_85858,gqd_85858.mol,0.8143486594110555,-8.87969507,-8.64178445,0.23791062,SUCCESS,-0.576438039
MOL_53728,gqd_53728.mol,0.8143809772568175,-9.07609035,-8.40745691,0.66863344,SUCCESS,-0.145747537
MOL_87967,gqd_87967.mol,0.8144831507126554,-9.20368068,-8.27913947,0.9245412,SUCCESS,0.11005804928734453
MOL_43270,gqd_43270.mol,0.8146064639068902,-9.40612448,-8.11085845,1.29526603,SUCCESS,0.4806595660931099
MOL_68378,gqd_68378.mol,0.814679864,-9.11086329,-8.42826197,0.68260132,SUCCESS,-0.132078544
MOL_11769,gqd_11769.mol,0.8148810735446065,-8.97546649,-8.53339539,0.4420711,SUCCESS,-0.372809974
MOL_57164,gqd_57164.mol,0.814911751,-9.14689332,-8.28841498,0.85847834,SUCCESS,0.043566589
MOL_23726,gqd_23726.mol,0.7915647096669193,-9.05025112,-8.44191917,0.60833195,SUCCESS,-0.18323276
MOL_34249,gqd_34249.mol,0.7915762295872915,-9.07937376,-8.46135879,0.61801497,SUCCESS,-0.17356126
MOL_28657,gqd_28657.mol,0.7916889902253339,-9.18565396,-8.26562869,0.92002527,SUCCESS,0.1283362797746661
MOL_58031,gqd_58031.mol,0.7919030502990315,-9.53820988,-7.92831664,1.60989324,SUCCESS,0.8179901897009684
MOL_54310,gqd_54310.mol,0.7919460873061136,-8.85302387,-8.63504045,0.21798342,SUCCESS,-0.573962667
MOL_68849,gqd_68849.mol,0.7920575779026753,-9.2859645,-8.10630537,1.17965913,SUCCESS,0.3876015520973246
MOL_96307,gqd_96307.mol,0.7921766912965185,-8.76215371,-8.6999999,0.06215381,SUCCESS,-0.730022881
MOL_58080,gqd_58080.mol,0.792276706,-9.32151363,-8.17058328,1.15093035,SUCCESS,0.3586536440670741
MOL_00176,gqd_00176.mol,0.7924078148382648,-8.76395936,-8.735795,0.02816436,SUCCESS,-0.764243455
MOL_26193,gqd_26193.mol,0.7924081598855356,-9.07971226,-8.40725135,0.67246091,SUCCESS,-0.11994725
MOL_35712,gqd_35712.mol,0.8072317728326381,-8.89744175,-8.55153757,0.34590418,SUCCESS,-0.461327593
MOL_06309,gqd_06309.mol,0.8072589905655732,-8.83404735,-8.65115282,0.18289452,SUCCESS,-0.624364471
MOL_91058,gqd_91058.mol,0.8072756582059887,-9.09548856,-8.38765518,0.70783338,SUCCESS,-0.099442278
MOL_45496,gqd_45496.mol,0.8073818674133971,-9.26922106,-8.23992156,1.02929949,SUCCESS,0.22191762258660297
MOL_14263,gqd_14263.mol,0.8073899590899594,-9.21637733,-8.2746118,0.94176554,SUCCESS,0.13437558091004065
MOL_49351,gqd_49351.mol,0.8074420194798791,-9.56334094,-7.87823211,1.68510884,SUCCESS,0.8776668205201209
MOL_42491,gqd_42491.mol,0.8076092418662647,-8.9604509,-8.46738004,0.49307086,SUCCESS,-0.314538382
MOL_28174,gqd_28174.mol,0.8077198966600185,-9.13672912,-8.34428049,0.79244862,SUCCESS,-0.015271277
MOL_70596,gqd_70596.mol,0.8077328493408773,-8.87613537,-8.65693849,0.21919689,SUCCESS,-0.588535959
MOL_43852,gqd_43852.mol,0.8078343729289262,-9.15981375,-8.34917702,0.81063673,SUCCESS,0.002802357
MOL_76058,gqd_76058.mol,0.8173202338987158,-9.12437005,-8.38953277,0.73483729,SUCCESS,-0.082482944
MOL_11003,gqd_11003.mol,0.8173492399542047,-9.28460963,-8.15335275,1.13125688,SUCCESS,0.3139076400457953
MOL_52036,gqd_52036.mol,0.8173920821511492,-9.11019883,-8.40142766,0.70877117,SUCCESS,-0.108620912
MOL_98873,gqd_98873.mol,0.817452103,-9.1969646,-8.25552851,0.94143608,SUCCESS,0.12398397740335898
MOL_93813,gqd_93813.mol,0.8174695786779226,-9.12754862,-8.41672143,0.71082719,SUCCESS,-0.106642389
MOL_39873,gqd_39873.mol,0.8174866531265691,-9.39058404,-8.10467001,1.28591403,SUCCESS,0.46842737687343095
MOL_68872,gqd_68872.mol,0.817517436,-9.20192723,-8.28435354,0.91757369,SUCCESS,0.10005625449057898
MOL_72885,gqd_72885.mol,0.8177804298151862,-9.02550911,-8.52954409,0.49596502,SUCCESS,-0.32181541
MOL_56346,gqd_56346.mol,0.8178273657797602,-8.89883882,-8.64090915,0.25792967,SUCCESS,-0.559897696
MOL_73237,gqd_73237.mol,0.8178688722407264,-9.07511084,-8.45294285,0.62216799,SUCCESS,-0.195700882
MOL_36899,gqd_36899.mol,0.8054387474170576,-9.09310893,-8.36422351,0.72888542,SUCCESS,-0.076553327
MOL_42482,gqd_42482.mol,0.8054541274719726,-9.06294932,-8.41372726,0.64922205,SUCCESS,-0.156232077
MOL_58468,gqd_58468.mol,0.8056698430144381,-9.15250628,-8.4058519,0.74665437,SUCCESS,-0.059015473
MOL_70142,gqd_70142.mol,0.8056842406615378,-9.2881475,-8.23284778,1.05529972,SUCCESS,0.2496154793384623
MOL_53536,gqd_53536.mol,0.805732847,-9.40558623,-8.05283144,1.35275479,SUCCESS,0.5470219425394061
MOL_06177,gqd_06177.mol,0.8059699174624572,-9.08873937,-8.44820862,0.64053075,SUCCESS,-0.165439167
MOL_97844,gqd_97844.mol,0.805981097,-9.12929192,-8.39825173,0.73104019,SUCCESS,-0.074940907
MOL_48439,gqd_48439.mol,0.8060089607388538,-9.23277076,-8.27895569,0.95381506,SUCCESS,0.1478060992611463
MOL_11990,gqd_11990.mol,0.8060647492272184,-9.19964212,-8.25734295,0.94229917,SUCCESS,0.13623442077278158
MOL_81228,gqd_81228.mol,0.8064267757432801,-9.47717812,-7.96319255,1.51398557,SUCCESS,0.7075587942567199
MOL_28617,gqd_28617.mol,0.7973493189121228,-8.83577927,-8.66293918,0.17284009,SUCCESS,-0.624509229
MOL_18933,gqd_18933.mol,0.7973776982399522,-9.41815093,-8.12712608,1.29102485,SUCCESS,0.4936471517600477
MOL_11652,gqd_11652.mol,0.7974091624514911,-8.94243398,-8.59161409,0.35081989,SUCCESS,-0.446589272
MOL_37682,gqd_37682.mol,0.7979172634479792,-8.80087556,-8.73730251,0.06357305,SUCCESS,-0.734344213
MOL_91671,gqd_91671.mol,0.7980595305229373,-9.03147511,-8.37793694,0.65353817,SUCCESS,-0.144521361
MOL_16619,gqd_16619.mol,0.7980632975860144,-9.23645007,-8.22650874,1.00994133,SUCCESS,0.21187803241398562
MOL_18276,gqd_18276.mol,0.7981973000638776,-8.9599274,-8.50098286,0.45894454,SUCCESS,-0.33925276
MOL_19122,gqd_19122.mol,0.7983516824761981,-8.75737381,-8.73632825,0.02104556,SUCCESS,-0.777306122
MOL_48706,gqd_48706.mol,0.7984504292521629,-9.33523859,-8.14544833,1.18979025,SUCCESS,0.391339821
MOL_96223,gqd_96223.mol,0.7986867723736818,-8.79475407,-8.70668101,0.08807306,SUCCESS,-0.710613712
MOL_71643,gqd_71643.mol,0.8028787451169845,-9.01248541,-8.4597041,0.55278131,SUCCESS,-0.250097435
MOL_69326,gqd_69326.mol,0.8029486975507004,-9.33479556,-8.1530553,1.18174026,SUCCESS,0.37879156244929957
MOL_19650,gqd_19650.mol,0.8030626454196146,-9.20130441,-8.24470922,0.9565952,SUCCESS,0.1535325545803854
MOL_13482,gqd_13482.mol,0.8030805945267943,-9.3735246,-8.16374459,1.20978001,SUCCESS,0.40669941547320576
MOL_62403,gqd_62403.mol,0.8030905889509818,-9.080501,-8.45483909,0.6256619,SUCCESS,-0.177428689
MOL_60688,gqd_60688.mol,0.8031372333320047,-9.21566598,-8.26655514,0.94911084,SUCCESS,0.1459736066679953
MOL_45210,gqd_45210.mol,0.8031636726912631,-8.91967322,-8.58151221,0.33816101,SUCCESS,-0.465002663
MOL_68075,gqd_68075.mol,0.8032629817552199,-9.27390911,-8.22607582,1.04783329,SUCCESS,0.2445703082447801
MOL_59735,gqd_59735.mol,0.8033389600146443,-9.52476582,-7.95853521,1.56623061,SUCCESS,0.7628916499853557
MOL_64147,gqd_64147.mol,0.8033654041975458,-8.86997122,-8.61915373,0.25081749,SUCCESS,-0.552547914
MOL_72322,gqd_72322.mol,0.8179758296490179,-9.14826035,-8.31393,0.83433035,SUCCESS,0.01635452
MOL_99842,gqd_99842.mol,0.8179759542621723,-9.17347677,-8.21122416,0.96225261,SUCCESS,0.14427665573782766
MOL_68373,gqd_68373.mol,0.8180567136264831,-9.41541089,-8.09884302,1.31656787,SUCCESS,0.49851115637351695
MOL_59863,gqd_59863.mol,0.8182209002239441,-9.42332257,-8.04336975,1.37995283,SUCCESS,0.5617319297760558
MOL_02851,gqd_02851.mol,0.8182800693899386,-9.30882801,-8.21074478,1.09808323,SUCCESS,0.2798031606100615
MOL_54917,gqd_54917.mol,0.8183258450641007,-9.28706808,-8.21437499,1.07269309,SUCCESS,0.25436724493589935
MOL_70259,gqd_70259.mol,0.8184093355799804,-9.13022522,-8.35543118,0.77479405,SUCCESS,-0.043615286
MOL_38789,gqd_38789.mol,0.8185122899850016,-8.93399144,-8.59876162,0.33522982,SUCCESS,-0.48328247
MOL_44170,gqd_44170.mol,0.8186330459214671,-9.01478991,-8.55458134,0.46020857,SUCCESS,-0.358424476
MOL_53186,gqd_53186.mol,0.8187876928929346,-9.37465064,-8.09379697,1.28085367,SUCCESS,0.4620659771070653
MOL_64461,gqd_64461.mol,0.8164134624871779,-9.31164771,-8.17719701,1.1344507,SUCCESS,0.318037238
MOL_70228,gqd_70228.mol,0.8164292825847974,-9.10044823,-8.34252438,0.75792385,SUCCESS,-0.058505433
MOL_35085,gqd_35085.mol,0.8166174132200943,-8.97251901,-8.56934365,0.40317536,SUCCESS,-0.413442053
MOL_84971,gqd_84971.mol,0.8167766252292487,-9.1299795,-8.4423975,0.68758201,SUCCESS,-0.129194615
MOL_51225,gqd_51225.mol,0.8167935373811995,-9.06435807,-8.44881659,0.61554148,SUCCESS,-0.201252057
MOL_99965,gqd_99965.mol,0.8168384758696544,-9.38934003,-7.98763797,1.40170206,SUCCESS,0.5848635841303457
MOL_22852,gqd_22852.mol,0.816847187,-9.28372326,-8.15965813,1.12406513,SUCCESS,0.30721794298763494
MOL_04820,gqd_04820.mol,0.8170615058828167,-9.13238102,-8.30127119,0.83110982,SUCCESS,0.014048314117183325
MOL_13864,gqd_13864.mol,0.8172159945955924,-9.23537643,-8.30897237,0.92640406,SUCCESS,0.10918806540440762
MOL_52098,gqd_52098.mol,0.8172452896151827,-8.96819528,-8.57404045,0.39415482,SUCCESS,-0.42309047
MOL_10141,gqd_10141.mol,0.811319166,-9.4035431,-8.14487108,1.25867201,SUCCESS,0.44735284424184796
MOL_31056,gqd_31056.mol,0.8113388221687936,-9.35972381,-8.13489894,1.22482487,SUCCESS,0.41348604783120635
MOL_77740,gqd_77740.mol,0.8114502669873284,-9.13693421,-8.34174753,0.79518667,SUCCESS,-0.016263597
MOL_35011,gqd_35011.mol,0.8115265160040551,-9.15867904,-8.30969942,0.84897962,SUCCESS,0.037453103995944925
MOL_74754,gqd_74754.mol,0.8116545389835408,-8.95602012,-8.54282657,0.41319355,SUCCESS,-0.398460989
MOL_34467,gqd_34467.mol,0.8118056772670034,-9.03910127,-8.49484607,0.54425519,SUCCESS,-0.267550487
MOL_21692,gqd_21692.mol,0.8118750573791217,-9.18550631,-8.30214183,0.88336448,SUCCESS,0.071489423
MOL_30450,gqd_30450.mol,0.8119746079805084,-9.33614878,-8.18515112,1.15099766,SUCCESS,0.3390230520194917
MOL_51985,gqd_51985.mol,0.8122272179476323,-9.30380795,-8.20915133,1.09465661,SUCCESS,0.2824293920523676
MOL_50579,gqd_50579.mol,0.8122641502892242,-9.13711149,-8.34747899,0.7896325,SUCCESS,-0.02263165
MOL_31736,gqd_31736.mol,0.8131130700450583,-8.86939035,-8.58456356,0.28482679,SUCCESS,-0.52828628
MOL_22882,gqd_22882.mol,0.8132867778672092,-8.99693486,-8.53007118,0.46686367,SUCCESS,-0.346423108
MOL_14396,gqd_14396.mol,0.8133200845593126,-8.7554972,-8.75299408,0.00250312,SUCCESS,-0.810816965
MOL_25783,gqd_25783.mol,0.8133572179372195,-9.37142782,-8.08317008,1.28825775,SUCCESS,0.4749005320627806
MOL_53271,gqd_53271.mol,0.8134790215651525,-9.27060629,-8.19336479,1.0772415,SUCCESS,0.26376247843484746
MOL_43827,gqd_43827.mol,0.813500778,-8.99821588,-8.46712899,0.53108689,SUCCESS,-0.282413888
MOL_63811,gqd_63811.mol,0.8135589988739651,-8.91050755,-8.56274641,0.34776114,SUCCESS,-0.465797859
MOL_76859,gqd_76859.mol,0.8135808651259585,-9.29346079,-8.21865602,1.07480477,SUCCESS,0.26122390487404157
MOL_01634,gqd_01634.mol,0.8137506602163493,-9.11592186,-8.43122431,0.68469754,SUCCESS,-0.12905312
MOL_37008,gqd_37008.mol,0.8138166264473752,-9.19045584,-8.28717584,0.90327999,SUCCESS,0.089463364
MOL_73225,gqd_73225.mol,0.8187963826375686,-9.283688,-8.21706224,1.06662576,SUCCESS,0.24782937736243138
MOL_45325,gqd_45325.mol,0.8188726838772045,-9.09281795,-8.43417323,0.65864473,SUCCESS,-0.160227954
MOL_82382,gqd_82382.mol,0.8189667794904203,-9.51324013,-7.95957751,1.55366262,SUCCESS,0.7346958405095798
MOL_79298,gqd_79298.mol,0.8191415356314361,-9.32467146,-8.16630265,1.15836881,SUCCESS,0.3392272743685639
MOL_14445,gqd_14445.mol,0.8191710916616682,-9.16206017,-8.36105826,0.80100191,SUCCESS,-0.018169182
MOL_81470,gqd_81470.mol,0.8192201659382021,-9.36649891,-8.11770408,1.24879482,SUCCESS,0.42957465406179796
MOL_44614,gqd_44614.mol,0.8192374797247902,-9.49931364,-7.8828159,1.61649774,SUCCESS,0.7972602602752098
MOL_87802,gqd_87802.mol,0.8194681739770252,-9.03526221,-8.4430155,0.59224671,SUCCESS,-0.227221464
MOL_81915,gqd_81915.mol,0.8196288119820275,-9.32704383,-8.14781581,1.17922802,SUCCESS,0.3595992080179725
MOL_39654,gqd_39654.mol,0.8196843996824992,-9.40640233,-8.02751498,1.37888736,SUCCESS,0.5592029603175008
MOL_65104,gqd_65104.mol,0.8064663153006766,-9.19433904,-8.24834983,0.94598921,SUCCESS,0.13952289469932344
MOL_97595,gqd_97595.mol,0.8064762301359263,-9.10748039,-8.45849069,0.6489897,SUCCESS,-0.15748653
MOL_98180,gqd_98180.mol,0.8067197299010928,-9.12886938,-8.40364639,0.72522298,SUCCESS,-0.08149675
MOL_88494,gqd_88494.mol,0.8068520566139284,-9.24856214,-8.26618924,0.9823729,SUCCESS,0.17552084338607155
MOL_60225,gqd_60225.mol,0.8069144112322084,-8.82019208,-8.6222026,0.19798948,SUCCESS,-0.608924931
MOL_41533,gqd_41533.mol,0.8069215787630349,-8.98122068,-8.53635407,0.44486661,SUCCESS,-0.362054969
MOL_07879,gqd_07879.mol,0.8069286607271714,-9.07560309,-8.37668792,0.69891517,SUCCESS,-0.108013491
MOL_54658,gqd_54658.mol,0.8069570896810164,-8.91528715,-8.46128393,0.45400322,SUCCESS,-0.35295387
MOL_32091,gqd_32091.mol,0.8069587935703324,-9.07725465,-8.4033854,0.67386925,SUCCESS,-0.133089544
MOL_72239,gqd_72239.mol,0.8071006706704964,-9.29038069,-8.21685824,1.07352244,SUCCESS,0.2664217693295037
MOL_49828,gqd_49828.mol,0.8155498057198214,-9.10244688,-8.41985157,0.68259532,SUCCESS,-0.132954486
MOL_84594,gqd_84594.mol,0.8155698408077718,-9.14989334,-8.33907554,0.8108178,SUCCESS,-0.004752041
MOL_17753,gqd_17753.mol,0.8156909476413123,-9.40264083,-8.1163336,1.28630724,SUCCESS,0.4706162923586876
MOL_74267,gqd_74267.mol,0.8159681235424209,-9.08224056,-8.45775142,0.62448914,SUCCESS,-0.191478984
MOL_08016,gqd_08016.mol,0.8160566897474034,-9.4094179,-8.08816356,1.32125433,SUCCESS,0.5051976402525965
MOL_76712,gqd_76712.mol,0.8161807563462912,-9.23756045,-8.29099066,0.94656979,SUCCESS,0.1303890336537088
MOL_22169,gqd_22169.mol,0.8162924855926929,-9.13485494,-8.30701875,0.82783619,SUCCESS,0.011543704
MOL_91815,gqd_91815.mol,0.8163521218862247,-9.2734789,-8.21575562,1.05772328,SUCCESS,0.2413711581137753
MOL_98353,gqd_98353.mol,0.8163773463127898,-9.21555582,-8.28522998,0.93032584,SUCCESS,0.11394849368721016
MOL_70204,gqd_70204.mol,0.8163816435257775,-9.08442679,-8.38018512,0.70424166,SUCCESS,-0.112139984
MOL_09541,gqd_09541.mol,0.8197140780946595,-9.22318232,-8.23546155,0.98772077,SUCCESS,0.16800669190534057
MOL_13989,gqd_13989.mol,0.81975668,-9.14985178,-8.42229753,0.72755425,SUCCESS,-0.09220243
MOL_30043,gqd_30043.mol,0.8198029370773123,-9.13183663,-8.37765965,0.75417699,SUCCESS,-0.065625947
MOL_96232,gqd_96232.mol,0.8199304771456083,-8.97544985,-8.524246,0.45120385,SUCCESS,-0.368726627
MOL_63300,gqd_63300.mol,0.8202070615316476,-9.23913538,-8.20918509,1.02995029,SUCCESS,0.20974322846835236
MOL_05120,gqd_05120.mol,0.8203634044288659,-9.4611668,-7.85161517,1.60955163,SUCCESS,0.789188226
MOL_36787,gqd_36787.mol,0.8204062684871047,-9.36956961,-8.12335565,1.24621396,SUCCESS,0.4258076915128952
MOL_80491,gqd_80491.mol,0.8204225694759169,-9.37027423,-8.03867632,1.33159791,SUCCESS,0.5111753405240831
MOL_05690,gqd_05690.mol,0.8204438674571372,-9.15243329,-8.34122377,0.81120952,SUCCESS,-0.009234347
MOL_50335,gqd_50335.mol,0.8205345077854708,-8.9079113,-8.55722323,0.35068807,SUCCESS,-0.469846438
MOL_45965,gqd_45965.mol,0.8078421755482559,-9.06412302,-8.4177458,0.64637722,SUCCESS,-0.161464956
MOL_61744,gqd_61744.mol,0.8079308351334061,-8.79184118,-8.70407445,0.08776673,SUCCESS,-0.720164105
MOL_85009,gqd_85009.mol,0.8081994750633266,-8.875325,-8.61328801,0.26203699,SUCCESS,-0.546162485
MOL_69289,gqd_69289.mol,0.8083080685129943,-9.37478584,-8.09922985,1.27555599,SUCCESS,0.46724792148700567
MOL_50679,gqd_50679.mol,0.808661768,-9.23121079,-8.26427299,0.9669378,SUCCESS,0.15827603207307295
MOL_73509,gqd_73509.mol,0.808740247,-9.47539997,-8.01150025,1.46389973,SUCCESS,0.655159483
MOL_48771,gqd_48771.mol,0.8089146682331056,-9.04020302,-8.4077795,0.63242352,SUCCESS,-0.176491148
MOL_57557,gqd_57557.mol,0.8089673273631225,-9.12409139,-8.35802775,0.76606365,SUCCESS,-0.042903677
MOL_01673,gqd_01673.mol,0.8090090357355842,-8.92290453,-8.63153514,0.29136939,SUCCESS,-0.517639646
MOL_29561,gqd_29561.mol,0.8090131571463552,-9.0844073,-8.42179142,0.66261588,SUCCESS,-0.146397277
MOL_24308,gqd_24308.mol,0.8013204291353694,-9.3489119,-8.1068752,1.2420367,SUCCESS,0.4407162708646307
MOL_77034,gqd_77034.mol,0.8013341576733213,-9.1560856,-8.3431274,0.8129582,SUCCESS,0.011624042326678685
MOL_12954,gqd_12954.mol,0.8014235558292812,-8.9527353,-8.58686421,0.36587108,SUCCESS,-0.435552476
MOL_75423,gqd_75423.mol,0.8015188214414226,-9.08444958,-8.47038113,0.61406844,SUCCESS,-0.187450381
MOL_35989,gqd_35989.mol,0.8016063963022052,-9.21031731,-8.27932408,0.93099323,SUCCESS,0.1293868336977948
MOL_43993,gqd_43993.mol,0.8016728930043049,-9.41888503,-7.96079174,1.45809328,SUCCESS,0.656420387
MOL_86245,gqd_86245.mol,0.8017303396355103,-8.83912352,-8.70697953,0.13214399,SUCCESS,-0.66958635
MOL_65006,gqd_65006.mol,0.8018168239946488,-8.86966791,-8.68922274,0.18044517,SUCCESS,-0.621371654
MOL_59534,gqd_59534.mol,0.8018529925895985,-8.93124077,-8.50568827,0.42555251,SUCCESS,-0.376300483
MOL_70317,gqd_70317.mol,0.8018558250347877,-9.33457844,-8.1537747,1.18080373,SUCCESS,0.37894790496521236
MOL_82031,gqd_82031.mol,0.8207199981089117,-8.85115956,-8.64912166,0.2020379,SUCCESS,-0.618682098
MOL_38531,gqd_38531.mol,0.8207525260738564,-9.33624973,-8.14197708,1.19427265,SUCCESS,0.37352012392614364
MOL_62709,gqd_62709.mol,0.820951781,-9.20920115,-8.32907641,0.88012474,SUCCESS,0.059172959111543966
MOL_46164,gqd_46164.mol,0.8210152282704433,-9.25375813,-8.24695496,1.00680317,SUCCESS,0.1857879417295567
MOL_81876,gqd_81876.mol,0.8210389476574722,-9.33132337,-8.18709807,1.14422531,SUCCESS,0.32318636234252773
MOL_10934,gqd_10934.mol,0.8210956942737015,-8.84928389,-8.6818474,0.16743648,SUCCESS,-0.653659214
MOL_73652,gqd_73652.mol,0.8211430486077885,-9.41950998,-8.0543592,1.36515079,SUCCESS,0.5440077413922114
MOL_88760,gqd_88760.mol,0.8212267291951453,-9.24455775,-8.29137856,0.95317919,SUCCESS,0.13195246080485468
MOL_93676,gqd_93676.mol,0.8214102308283613,-8.87572967,-8.65494874,0.22078093,SUCCESS,-0.600629301
MOL_19266,gqd_19266.mol,0.8215734369936342,-9.12744475,-8.36145836,0.76598639,SUCCESS,-0.055587047
MOL_80703,gqd_80703.mol,0.8241804299339061,-9.14220729,-8.31805564,0.82415165,SUCCESS,-2.88E-05
MOL_66521,gqd_66521.mol,0.8241851159522205,-9.3601416,-8.13349361,1.22664799,SUCCESS,0.4024628740477795
MOL_91871,gqd_91871.mol,0.8242287432960568,-9.25333558,-8.21485422,1.03848137,SUCCESS,0.21425262670394318
MOL_83137,gqd_83137.mol,0.8242967021615674,-9.07885898,-8.44300484,0.63585414,SUCCESS,-0.188442562
